Date,Journal,Cost,URL,Comment
2024-01-14,The Innovation,£4000,https://www.cell.com/open-access,"£4,000, €4,470, $5,000 for articles, reports, and reviews£800, €890, $1,000 for perspective, commentary, out-of-the-box, translational patent, letter, and illustration articles"
2024-01-14,Cancer Cell,£7490,https://www.cell.com/open-access,"£7,490, €8,360, $9,350"
2024-01-14,Cell,£8330,https://www.cell.com/open-access,"£8,330, €9,300, $10,400"
2024-01-14,Cell Chemical Biology,£7490,https://www.cell.com/open-access,"£7,490, €8,360, $9,350"
2024-01-14,Cell Host & Microbe,£7490,https://www.cell.com/open-access,"£7,490, €8,360, $9,350"
2024-01-14,Cell Metabolism,£7490,https://www.cell.com/open-access,"£7,490, €8,360, $9,350"
2024-01-14,Cell Stem Cell,£7490,https://www.cell.com/open-access,"£7,490, €8,360, $9,350"
2024-01-14,Cell Systems,£7490,https://www.cell.com/open-access,"£7,490, €8,360, $9,350"
2024-01-14,Chem,£7490,https://www.cell.com/open-access,"£7,490, €8,360, $9,350"
2024-01-14,Chem Catalysis,£7340,https://www.cell.com/open-access,"£7,340, €8,200, $9,170"
2024-01-14,Current Biology,£5630,https://www.cell.com/open-access,"£5,630, €6,290, $7,030"
2024-01-14,Developmental Cell,£7490,https://www.cell.com/open-access,"£7,490, €8,360, $9,350"
2024-01-14,Device,£7490,https://www.cell.com/open-access,"£7,490, €8,360, $9,350special introductory 100% discount for all articles submitted before May 2025"
2024-01-14,Immunity,£7490,https://www.cell.com/open-access,"£7,490, €8,360, $9,350"
2024-01-14,Joule,£7490,https://www.cell.com/open-access,"£7,490, €8,360, $9,350"
2024-01-14,Matter,£7490,https://www.cell.com/open-access,"£7,490, €8,360, $9,350"
2024-01-14,Med,£7340,https://www.cell.com/open-access,"£7,340, €8,200, $9,170"
2024-01-14,Molecular Cell,£7490,https://www.cell.com/open-access,"£7,490, €8,360, $9,350"
2024-01-14,Neuron,£7490,https://www.cell.com/open-access,"£7,490, €8,360, $9,350"
2024-01-14,Newton,£4370,https://www.cell.com/open-access,"£4,370, €4,880, $5,460 special introductory 100% discount for all articles submitted before April 2026"
2024-01-14,One Earth,£7340,https://www.cell.com/open-access,"£7,340, €8,200, $9,170 special introductory fee: £3,670, €4,100, $4,585 for all articles submitted before February 2025"
2024-01-14,Structure,£7490,https://www.cell.com/open-access,"£7,490, €8,360, $9,350"
2024-01-14,Trends review journals,£5630,https://www.cell.com/open-access,"£5,630, €6,290, $7,030"
2024-01-14,Biophysical Journal,£2400,https://www.cell.com/open-access,"£2,400, € 2,680, $3,000 £1,920, € 2,144, $2,400 for society members"
2024-01-14,Molecular Plant,£4003,https://www.cell.com/open-access,"£4,003, €4,471, $5,000 for full-length research articles, research reports, review articles and perspectives £2,001, €2,235, $2,500 for short correspondences"
2024-01-14,Molecular Therapy,£3120,https://www.cell.com/open-access,"£3,120, €3,490, $3,900£2,560, €2,864, $3,200 for society members"
2024-01-14,The American Journal of Human Genetics (AJHG),£4120,https://www.cell.com/open-access,"£4,120, €4,600, $5,150"
2024-01-14,Royal Society Open Science,$1960,https://royalsociety.org/journals/open-access/,
2024-01-14,Philosophical Transactions A,$2795,https://royalsociety.org/journals/open-access/,
2024-01-14,Philosophical Transactions B,$2795,https://royalsociety.org/journals/open-access/,
2024-01-14,Interface Focus,$2795,https://royalsociety.org/journals/open-access/,
2024-01-14,Proceedings A,$2795,https://royalsociety.org/journals/open-access/,
2024-01-14,Proceedings B,$2795,https://royalsociety.org/journals/open-access/,
2024-01-14,Interface,$2795,https://royalsociety.org/journals/open-access/,
2024-01-14,Biology Letters,$2795,https://royalsociety.org/journals/open-access/,
2024-01-14,Open Biology,$2795,https://royalsociety.org/journals/open-access/,
2024-01-14,Notes and Records,$2795,https://royalsociety.org/journals/open-access/,
2024-01-14,Biographical Memoirs,$2795,https://royalsociety.org/journals/open-access/,
2024-01-14,Nature,$12690,https://www.nature.com/nature/for-authors/publishing-options,
2024-01-14,Nature Communications,$6990,https://www.nature.com/ncomms/open-access,
2024-01-14,Nature Human Behavior,$12690,https://www.nature.com/nathumbehav/submission-guidelines/publishing-options,
2024-01-14,PNAS,$2945,https://www.pnas.org/author-center/publication-charges,"Delayed Open Access"
2024-01-14,PNAS,$5495,https://www.pnas.org/author-center/publication-charges,"Immediate Open Access"
2024-01-15,Cognition,$3910,https://www.sciencedirect.com/journal/cognition,
2024-01-15,Evolutionary Human Sciences,$3550,https://www.cambridge.org/core/journals/evolutionary-human-sciences/information/author-instructions/fees-and-pricing,
2025-03-28,Adaptation,$3855,https://academic.oup.com/adapta,
2025-03-28,Aesthetic Surgery Journal,$5601,https://academic.oup.com/asjour,
2025-03-28,Aesthetic Surgery Journal: Open Forum,$3051,https://academic.oup.com/asjofj,
2025-03-28,African Affairs,£3446,https://academic.oup.com/afrafj,
2025-03-28,Age & Ageing,£2805,https://academic.oup.com/ageing,
2025-03-28,AJE Advances; Research in Epidemiology   ,$2625,https://academic.oup.com/ajeadv,
2025-03-28,Alcohol and Alcoholism ,£3250,https://academic.oup.com/alcalc,
2025-03-28,American Entomologist,$4328,https://academic.oup.com/aentom,
2025-03-28,American Historical Review,$4620,https://academic.oup.com/ahrrev,
2025-03-28,American Journal of Clinical Pathology,$4660,https://academic.oup.com/ajcpat,
2025-03-28,American Journal of Epidemiology,$4856,https://academic.oup.com/ajepid,
2025-03-28,American Journal of Health-System Pharmacy,$4448,https://academic.oup.com/amjhsp,
2025-03-28,American Journal of Hypertension,$4814,https://academic.oup.com/ajhype,
2025-03-28,American Journal of Legal History,$4533,https://academic.oup.com/ajlhis,
2025-03-28,American Law and Economics Review,$4029,https://academic.oup.com/alecon,
2025-03-28,American Literary History,$4605,https://academic.oup.com/alhist,
2025-03-28,Analysis,£2880,https://academic.oup.com/analys,
2025-03-28,Animal Frontiers,$3500,https://academic.oup.com/anfron,
2025-03-28,Annals of Behavioral Medicine,$4433,https://academic.oup.com/abmedi,
2025-03-28,Annals of Botany,£2743,https://academic.oup.com/annbot,
2025-03-28,Annals of the Entomological Society of America,$4328,https://academic.oup.com/aesame,
2025-03-28,Annals of the International Communication Association,$3368,https://academic.oup.com/anncom,
2025-03-28,Annals of Work Exposures and Health,£2795,https://academic.oup.com/annweh,
2025-03-28,Antibody Therapeutics,$2822,https://academic.oup.com/anther,
2025-03-28,AoB PLANTS,£1065,https://academic.oup.com/aobpla,
2025-03-28,Applied Linguistics,$5481,https://academic.oup.com/applij,
2025-03-28,Arbitration International,£3323,https://academic.oup.com/arbint,
2025-03-28,Archives of Clinical Neuropsychology,$4823,https://academic.oup.com/arclin,
2025-03-28,Aristotelian Society Supplementary Volume,£2993,https://academic.oup.com/arisup,
2025-03-28,Art History,£2415,https://academic.oup.com/arthis,
2025-03-28,Arthropod Management Tests,$300,https://academic.oup.com/amtest,
2025-03-28,Behavioral Ecology,$3906,https://academic.oup.com/beheco,
2025-03-28,Bioinformatics,$3989,https://academic.oup.com/cabios,
2025-03-28,Bioinformatics Advances,$2726,https://academic.oup.com/bioadv,
2025-03-28,Biological Journal of the Linnean Society,£2685,https://academic.oup.com/biolin,
2025-03-28,Biology Methods and Protocols,$1120,https://academic.oup.com/biomap,
2025-03-28,Biology of Reproduction,$4605,https://academic.oup.com/biolre,
2025-03-28,Biometrics,$3780,https://academic.oup.com/jbiomtc,
2025-03-28,Biometrika,£2724,https://academic.oup.com/biomet,
2025-03-28,BioScience,$5088,https://academic.oup.com/biosci,
2025-03-28,Bioscience Biotechnology and Biochemistry,$3272,https://academic.oup.com/bbbioc,
2025-03-28,Biostatistics,$3296,https://academic.oup.com/biosts,
2025-03-28,BJS Open,£2185,https://academic.oup.com/bjsope,
2025-03-28,BJR Artificial Intelligence,£1890,https://academic.oup.com/bjrart,
2025-03-28,BJR Case Reports,£499,https://academic.oup.com/bjrcre,
2025-03-28,BJR Open,£1055,https://academic.oup.com/bjropn,
2025-03-28,Botanical Journal of the Linnean Society,£2685,https://academic.oup.com/botlin,
2025-03-28,Brain,£4224,https://academic.oup.com/brainj,
2025-03-28,Brain Communications,£3051,https://academic.oup.com/brcoms,
2025-03-28,Briefings in Bionformatics,$3885,https://academic.oup.com/bribio,
2025-03-28,Briefings in Functional Genomics and Proteomics,$3700,https://academic.oup.com/brifun,
2025-03-28,British Journal of Dermatology,£3731,https://academic.oup.com/bjderm,
2025-03-28,British Journal of Surgery,£3797,https://academic.oup.com/bjsurg,
2025-03-28,British Journal of Radiology,£2279,https://academic.oup.com/bjradi,
2025-03-28,British Medical Bulletin,£3308,https://academic.oup.com/brimed,
2025-03-28,British Yearbook of International Law,$4533,https://academic.oup.com/brybil,
2025-03-28,Bulletin of the Chemical Society of Japan,¥305000,https://academic.oup.com/bulcsj,
2025-03-28,Bulletin of the Institute of Classical Studies,£2491,https://academic.oup.com/bicstu,
2025-03-28,Burns and Trauma,$2700,https://academic.oup.com/burnst,
2025-03-28,Cambridge Journal of Economics,£3423,https://academic.oup.com/cameco,
2025-03-28,"Cambridge Journal of Regions, Economy and Society",£3408,https://academic.oup.com/camres,
2025-03-28,Capital Markets Law Journal,$4533,https://academic.oup.com/caplaw,
2025-03-28,Carcinogenesis,$4835,https://academic.oup.com/carcin,
2025-03-28,Cardiovascular Research,€4715,https://academic.oup.com/cvrese,
2025-03-28,Cerebral Cortex,$5038,https://academic.oup.com/cercor,
2025-03-28,Chemical Senses,$4317,https://academic.oup.com/chemse,
2025-03-28,Chemistry Letters,¥150000,https://academic.oup.com/chemle,
2025-03-28,Chinese Journal of International Law,$3981,https://academic.oup.com/cjilaw,
2025-03-28,Christian bioethics,$3973,https://academic.oup.com/chribi,
2025-03-28,Classical Receptions Journal,£2503,https://academic.oup.com/clrecj,
2025-03-28,Clean Energy,$0,https://academic.oup.com/cleane,
2025-03-28,Clinical and Experimental Dermatology,£2543,https://academic.oup.com/cederm,
2025-03-28,Clinical & Experimental Immunology,£2894,https://academic.oup.com/clexim,
2025-03-28,Clinical Chemistry,$4636,https://academic.oup.com/clchem,
2025-03-28,Clinical Infectious Diseases,$4763,https://academic.oup.com/clinid,
2025-03-28,Clinical Kidney Journal,€2951,https://academic.oup.com/ndtpls,
2025-03-28,Communication Theory,$4235,https://academic.oup.com/comthe,
2025-03-28,"Communication, Culture and Critique",$4235,https://academic.oup.com/cccrit,
2025-03-28,Community Development Journal,£2673,https://academic.oup.com/cdj..j,
2025-03-28,Conservation Physiology,£2073,https://academic.oup.com/conphy,
2025-03-28,Contemporary Women's Writing,£2926,https://academic.oup.com/cwwrit,
2025-03-28,Contributions to Political Economy,£3423,https://academic.oup.com/conpec,
2025-03-28,Crohn's & Colitis 360,$3378,https://academic.oup.com/crocol,
2025-03-28,Current Legal Problems,£3066,https://academic.oup.com/clprob,
2025-03-28,Current Zoology,$0,https://academic.oup.com/czoolo,
2025-03-28,Database,$2729,https://academic.oup.com/databa,
2025-03-28,Dentomaxillofacial Radiology,£2279,https://academic.oup.com/dmfrad,
2025-03-28,Digital Scholarship in the Humanities,£2754,https://academic.oup.com/litlin,
2025-03-28,Diplomatic History,$3737,https://academic.oup.com/dhisto,
2025-03-28,Discovery Immunology,£2315,https://academic.oup.com/discim,
2025-03-28,Diseases of the Esophagus,$4113,https://academic.oup.com/doteso,
2025-03-28,DNA Research,$1400,https://academic.oup.com/dnares,
2025-03-28,Early Music,£3113,https://academic.oup.com/earlyj,
2025-03-28,Economic Policy ,€6468,https://academic.oup.com/epolic,
2025-03-28,ELT Journal,$5481,https://academic.oup.com/eltj.j,
2025-03-28,Endocrine Reviews,$3750,https://academic.oup.com/endrev,
2025-03-28,Endocrinology,$3750,https://academic.oup.com/endocr,
2025-03-28,English - The Journal of the English Association,£2884,https://academic.oup.com/englis,
2025-03-28,Environmental Endocrinology ,€2300,https://academic.oup.com/enendo,
2025-03-28,Environmental Entomology,$4328,https://academic.oup.com/envent,
2025-03-28,Environmental Epigenetics,$2471,https://academic.oup.com/eepige,
2025-03-28,Environmental Toxicology and Chemistry,$3500,,
2025-03-28,EP Europace,€4344,https://academic.oup.com/eupace,
2025-03-28,Epidemiologic Reviews,$5085,https://academic.oup.com/ajerev,
2025-03-28,Essays in Criticism,$4981,https://academic.oup.com/escrit,
2025-03-28,European Heart Journal,€5240,https://academic.oup.com/eheart,
2025-03-28,European Heart Journal - Cardiovascular Imaging,€4604,https://academic.oup.com/ejecho,
2025-03-28,European Heart Journal – Cardiovascular Pharmacotherapy,€3983,https://academic.oup.com/ehjcvp,
2025-03-28,European Heart Journal - Case Reports,€721,https://academic.oup.com/ehjcre,
2025-03-28,European Heart Journal - Digital Health,€3296,https://academic.oup.com/ehjdhe,
2025-03-28,European Heart Journal – Imaging Methods and Practice,€3000,https://academic.oup.com/ehjimp,
2025-03-28,European Heart Journal - Quality of Care and Clinical Outcomes,€4062,https://academic.oup.com/ehjqcc,
2025-03-28,European Heart Journal Open,€2365,https://academic.oup.com/ehjopn,
2025-03-28,European Heart Journal - Acute Cardiovascular Care,€3355,https://academic.oup.com/ehjacc,
2025-03-28,European Journal of Cardio-Thoracic Surgery,€3273,https://academic.oup.com/eujcts,
2025-03-28,European Journal of Cardiovascular Nursing,€3355,https://academic.oup.com/eurjcn,
2025-03-28,European Journal of Endocrinology,€3798,https://academic.oup.com/ejendo,
2025-03-28,European Journal of International Law,£2919,https://academic.oup.com/ejilaw,
2025-03-28,European Journal of Orthodontics,£3250,https://academic.oup.com/eortho,
2025-03-28,European Journal of Preventive Cardiology,€3355,https://academic.oup.com/eurjpc,
2025-03-28,European Journal of Public Health,€2815,https://academic.oup.com/eurpub,
2025-03-28,European Review of Agricultural Economics,€4487,https://academic.oup.com/eurrag,
2025-03-28,European Review of Economic History,€3953,https://academic.oup.com/ereh.j,
2025-03-28,European Sociological Review,€4710,https://academic.oup.com/eursoj,
2025-03-28,Evolution,$3214,https://academic.oup.com/evolut,
2025-03-28,Evolution Letters,$2678,https://academic.oup.com/evlett,
2025-03-28,"Evolution, Medicine, and Public Health",$3629,https://academic.oup.com/emphea,
2025-03-28,Evolutionary Journal of the Linnean Society,£1764,https://academic.oup.com/evolin,
2025-03-28,Exposome,$2100,https://academic.oup.com/exposo,
2025-03-28,Family Practice,$4892,https://academic.oup.com/famprj,
2025-03-28,FEMS Microbes,£1700,https://academic.oup.com/femsmc,
2025-03-28,FEMS Microbiology Ecology,£2500,https://academic.oup.com/femsec,
2025-03-28,FEMS Microbiology Letters,£2500,https://academic.oup.com/femsle,
2025-03-28,FEMS Microbiology Reviews,£2500,https://academic.oup.com/femsre,
2025-03-28,FEMS Yeast Research,£2500,https://academic.oup.com/femsyr,
2025-03-28,Fisheries,$3500,https://academic.oup.com/fshmag,
2025-03-28,Food Quality and Safety,$1855,https://academic.oup.com/fqsafe,
2025-03-28,Foreign Policy Analysis,$4320,https://academic.oup.com/isafpa,
2025-03-28,Forensic Sciences Research,$0,https://academic.oup.com/fsrech,
2025-03-28,Forestry,£2889,https://academic.oup.com/foresj,
2025-03-28,Forum for Modern Language Studies,£2819,https://academic.oup.com/formod,
2025-03-28,French History,£2663,https://academic.oup.com/french,
2025-03-28,Function,$3900,https://academic.oup.com/functn,
2025-03-28,"G3: Genes, Genomes, Genetics",$2709,https://academic.oup.com/gthree,
2025-03-28,Gastroenterology Report,$1800,https://academic.oup.com/gastro,
2025-03-28,Genetics,$4477,https://academic.oup.com/genets,
2025-03-28,Genome Biology and Evolution,$2850,https://academic.oup.com/gbevol,
2025-03-28,"Genomics, Proteomics, and Bioinformatics",$3850,https://academic.oup.com/gpbjnl,
2025-03-28,Geophysical Journal International,£2590,https://academic.oup.com/gjiras,
2025-03-28,German History,£3106,https://academic.oup.com/gerhis,
2025-03-28,GigaScience,$2638,https://academic.oup.com/gigsci,
2025-03-28,Global Studies Quarterly,$2137,https://academic.oup.com/isagsq,
2025-03-28,Glycobiology,€4208,https://academic.oup.com/glycob,
2025-03-28,GRUR International,€3876,https://academic.oup.com/gruint,
2025-03-28,Health Affairs Scholar,$3150,https://academic.oup.com/haschl,
2025-03-28,Health Education Research,$4533,https://academic.oup.com/healed,
2025-03-28,Health Policy and Planning,£2423,https://academic.oup.com/heapol,
2025-03-28,Health Promotion International,€4533,https://academic.oup.com/heapro,
2025-03-28,Historical Research,£2540,https://academic.oup.com/hisres,
2025-03-28,History Workshop Journal,£3125,https://academic.oup.com/hiwork,
2025-03-28,Holocaust and Genocide Studies,$3390,https://academic.oup.com/holgen,
2025-03-28,Horticulture Research,$2960,https://academic.oup.com/hortre,
2025-03-28,Human Communication Research,$4235,https://academic.oup.com/humcom,
2025-03-28,Human Molecular Genetics,$4390,https://academic.oup.com/hmg..j,
2025-03-28,Human Reproduction,€4097,https://academic.oup.com/humrep,
2025-03-28,Human Reproduction Open ,€2021,https://academic.oup.com/hropen,
2025-03-28,Human Reproduction  Update,€3973,https://academic.oup.com/humupd,
2025-03-28,Human Rights Law Review,£3067,https://academic.oup.com/hrlrev,
2025-03-28,ICES Journal of Marine Science,£2795,https://academic.oup.com/icesjm,
2025-03-28,ICSID Review: Foreign Investment Law Journal,$4981,https://academic.oup.com/icsidr,
2025-03-28,IJQHC Communications,£1896,https://academic.oup.com/ijcoms,
2025-03-28,IMA Journal of Applied Mathematics,£2819,https://academic.oup.com/imamat,
2025-03-28,IMA Journal of Management Mathematics,£2819,https://academic.oup.com/imaman,
2025-03-28,IMA Journal of Mathematical Control and Information,£2819,https://academic.oup.com/imamci,
2025-03-28,IMA Journal of Numerical Analysis,£2819,https://academic.oup.com/imanum,
2025-03-28,ImmunoHorizons,$1700,https://academic.oup.com/immhor,
2025-03-28,Immunotherapy Advances,£2315,https://academic.oup.com/immadv,
2025-03-28,in silico Plants,£1742,https://academic.oup.com/insilc,
2025-03-28,Industrial and Corporate Change,£3260,https://academic.oup.com/indcor,
2025-03-28,Industrial Law Journal,£3066,https://academic.oup.com/indlaw,
2025-03-28,Inflammatory Bowel Diseases,$3862,https://academic.oup.com/ibdjnl,
2025-03-28,Information and Inference: A Journal of the IMA,£2819,https://academic.oup.com/imaiai,
2025-03-28,Innovation in Aging,$3977,https://academic.oup.com/geroni,
2025-03-28,Insect Systematics and Diversity,$4328,https://academic.oup.com/isdive,
2025-03-28,Integrated Environmental Assessment and Management,$3500,,
2025-03-28,Integrative and Comparative Biology,$4243,https://academic.oup.com/icbiol,
2025-03-28,Integrative Biology,$3522,https://academic.oup.com/intbio,
2025-03-28,Integrative Organismal Biology,$2134,https://academic.oup.com/iobjnl,
2025-03-28,Intelligent Transportation Infrastructure,$0,https://academic.oup.com/itinfr,
2025-03-28,Interacting with Computers,£2877,https://academic.oup.com/iwcomp,
2025-03-28,Interdiscplinary CardioVascular and Thoracic Surgery,€1998,https://academic.oup.com/icvats,
2025-03-28,International Affairs ,£3743,https://academic.oup.com/iaffai,
2025-03-28,International Data Privacy Law,€4291,https://academic.oup.com/idplaw,
2025-03-28,International Health,£2205,https://academic.oup.com/inthea,
2025-03-28,International Immunology,$3530,https://academic.oup.com/intimm,
2025-03-28,International Journal for Quality in Health Care,£2795,https://academic.oup.com/intqhc,
2025-03-28,International Journal of Constitutional Law,£2919,https://academic.oup.com/ijclaw,
2025-03-28,International Journal of Epidemiology,£3423,https://academic.oup.com/ije..j,
2025-03-28,International Journal of Food Science and Technology,£2000,https://academic.oup.com/ijfood,
2025-03-28,International Journal of Law & Information Technology,$4533,https://academic.oup.com/inttec,
2025-03-28,"International Journal of Law, Policy and the Family",$4535,https://academic.oup.com/lawfam,
2025-03-28,International Journal of Lexicography,€4373,https://academic.oup.com/lexico,
2025-03-28,International Journal of Low Carbon Technologies,$2886,https://academic.oup.com/ijolct,
2025-03-28,International Journal of Neuropsychopharmacology,£2042,https://academic.oup.com/ijnppy,
2025-03-28,International Journal of Pharmacy Practice,£2328,https://academic.oup.com/ijppha,
2025-03-28,International Journal of Public Opinion Research,£2367,https://academic.oup.com/intpor,
2025-03-28,International Journal of Refugee Law,£2998,https://academic.oup.com/reflaw,
2025-03-28,International Journal of Transitional Justice,$4534,https://academic.oup.com/ijtjus,
2025-03-28,International Mathematics Research Notices,$4534,https://academic.oup.com/imrnot,
2025-03-28,International Political Sociology,$4320,https://academic.oup.com/isaips,
2025-03-28,International Relations of the Asia Pacific,$3571,https://academic.oup.com/irasia,
2025-03-28,International Studies Perspective,$4320,https://academic.oup.com/isaisp,
2025-03-28,International Studies Quarterly,$4320,https://academic.oup.com/isaisq,
2025-03-28,International Studies Review,$4320,https://academic.oup.com/isaisr,
2025-03-28,Interdisciplinary Studies in Literature and Environment,$2328,https://academic.oup.com/islenv,
2025-03-28,ISME Journal,€3675,https://academic.oup.com/ismejo,
2025-03-28,ISME Communications,€2310,https://academic.oup.com/ismeco,
2025-03-28,JAC - Antimicrobial Resistance,£1978,https://academic.oup.com/jacamr,
2025-03-28,JAMIA Open,$3762,https://academic.oup.com/jamiao,
2025-03-28,Japanese Journal of Clinical Oncology,$3604,https://academic.oup.com/jjco.j,
2025-03-28,JBMR Plus,$2888,https://academic.oup.com/jbmrpl,
2025-03-28,JCEM Case Reports,$930,https://academic.oup.com/jcemcr,
2025-03-28,Jerusalem Review of Legal Studies,£3066,https://academic.oup.com/jrlstu,
2025-03-28,JNCI Cancer Spectrum ,$2050,https://academic.oup.com/jncics,
2025-03-28,Journal of the National Cancer Institute,$5436,https://academic.oup.com/jnci.j,
2025-03-28,Journal of African Economies,£3554,https://academic.oup.com/jafeco,
2025-03-28,Journal of American History,$4600,,
2025-03-28,Journal of Analytical Toxicology,$4823,https://academic.oup.com/anatox,
2025-03-28,Journal of Animal Science,$4368,https://academic.oup.com/jansci,
2025-03-28,Journal of Antimicrobial Chemotherapy,£2869,https://academic.oup.com/janmic,
2025-03-28,Journal of Antitrust Enforcement,$4533,https://academic.oup.com/jaenfo,
2025-03-28,Journal of AOAC INTERNATIONAL,$1868,https://academic.oup.com/aoacin,
2025-03-28,Journal of Applied Microbiology,£2864,https://academic.oup.com/jambio,
2025-03-28,Journal of Aquatic Animal Health,$3500,https://academic.oup.com/jahafs,
2025-03-28,Journal of Breast Imaging,$2804,https://academic.oup.com/jbreim,
2025-03-28,The Journal of Burn Care & Research,$3698,https://academic.oup.com/jbcres,
2025-03-28,Journal of Chromatographic Science,$4822,https://academic.oup.com/chrsci,
2025-03-28,Journal of Church and State,$3913,https://academic.oup.com/jofcas,
2025-03-28,Journal of Communication,$4235,https://academic.oup.com/jnlcom,
2025-03-28,Journal of Competition Law and Economics,€3756,https://academic.oup.com/joclec,
2025-03-28,Journal of Complex Networks,$4533,https://academic.oup.com/comnet,
2025-03-28,Journal of Computer-Mediated Communication,$0,https://academic.oup.com/jcmcom,
2025-03-28,Journal of Conflict and Security Law,$4535,https://academic.oup.com/jconsl,
2025-03-28,Journal of Consumer Research ,$4224,https://academic.oup.com/jcrese,
2025-03-28,Journal of Crohn's and Colitis,€4238,https://academic.oup.com/eccojc,
2025-03-28,Journal of Crustacean Biology,$4230,https://academic.oup.com/jcbiol,
2025-03-28,Journal of Cyber Security,$2094,https://academic.oup.com/cybers,
2025-03-28,Journal of Design History,£2741,https://academic.oup.com/design,
2025-03-28,Journal of Economic Entomology,$4328,https://academic.oup.com/jeento,
2025-03-28,Journal of Economic Geography,€4104,https://academic.oup.com/jnlecg,
2025-03-28,Journal of Environmental Law,£3067,https://academic.oup.com/envlaw,
2025-03-28,Journal of European Competition Law & Practice,€4291,https://academic.oup.com/jeclap,
2025-03-28,Journal of Evolutionary Biology,£2368,https://academic.oup.com/jevbio,
2025-03-28,Journal of Experimental Botany,£3292,https://academic.oup.com/exbotj,
2025-03-28,Journal of Financial Econometrics,$4851,https://academic.oup.com/jfinec,
2025-03-28,Journal of Financial Regulation,$4533,https://academic.oup.com/jfregu,
2025-03-28,Journal of Geophysics and Engineering,$1550,https://academic.oup.com/jgenge,
2025-03-28,Journal of Global Security Studies,$4320,https://academic.oup.com/isajog,
2025-03-28,"Journal of Heredity, The",$3560,https://academic.oup.com/jhered,
2025-03-28,Journal of Hip Preservation Surgery,$2069,https://academic.oup.com/jhpsur,
2025-03-28,Journal of Human Rights Practice,$4533,https://academic.oup.com/jhuman,
2025-03-28,Journal of Industrial Microbiology & Biotechnology,$2921,https://academic.oup.com/jimbio,
2025-03-28,Journal of Insect Science,$2170,https://academic.oup.com/jisesa,
2025-03-28,Journal of Integrated Pest Management,$1175,https://academic.oup.com/jipman,
2025-03-28,Journal of Intellectual Property Law and Practice,€4291,https://academic.oup.com/jiplap,
2025-03-28,Journal of International Criminal Justice,£3067,https://academic.oup.com/jicjus,
2025-03-28,Journal of International Dispute Settlement,$4533,https://academic.oup.com/jnlids,
2025-03-28,Journal of International Economic Law,$4535,https://academic.oup.com/jielaw,
